frame,left_INDEX_FINGER_DIP,left_INDEX_FINGER_MCP,left_INDEX_FINGER_PIP,left_INDEX_FINGER_TIP,left_MIDDLE_FINGER_DIP,left_MIDDLE_FINGER_MCP,left_MIDDLE_FINGER_PIP,left_MIDDLE_FINGER_TIP,left_PINKY_DIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_TIP,left_RING_FINGER_DIP,left_RING_FINGER_MCP,left_RING_FINGER_PIP,left_RING_FINGER_TIP,left_THUMB_CMC,left_THUMB_IP,left_THUMB_MCP,left_THUMB_TIP,left_WRIST,right_INDEX_FINGER_DIP,right_INDEX_FINGER_MCP,right_INDEX_FINGER_PIP,right_INDEX_FINGER_TIP,right_MIDDLE_FINGER_DIP,right_MIDDLE_FINGER_MCP,right_MIDDLE_FINGER_PIP,right_MIDDLE_FINGER_TIP,right_PINKY_DIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_TIP,right_RING_FINGER_DIP,right_RING_FINGER_MCP,right_RING_FINGER_PIP,right_RING_FINGER_TIP,right_THUMB_CMC,right_THUMB_IP,right_THUMB_MCP,right_THUMB_TIP,right_WRIST
335,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.53818649  0.36937127 -0.06858903],[ 0.50281787  0.54076046 -0.02309156],[ 0.52289504  0.42849907 -0.04770723],[ 0.55343294  0.32387012 -0.08254012],[ 0.48259616  0.32955489 -0.06644569],[ 0.45511112  0.52697206 -0.02871731],[ 0.4694691   0.40080458 -0.04766839],[ 0.4965927   0.2757434  -0.08040368],[ 0.31542993  0.42257515 -0.08346541],[ 0.35249457  0.56802225 -0.05256365],[ 0.33113235  0.47939852 -0.07359817],[ 0.30275762  0.37172681 -0.08934349],[ 0.41984588  0.34781331 -0.07806008],[ 0.40575683  0.53666216 -0.03912665],[ 0.41205332  0.41857505 -0.06021205],[ 0.42932859  0.29371995 -0.09025025],[ 0.49243623  0.77076983 -0.02951389],[ 0.61497939  0.6538555  -0.06160284],[ 0.56271011  0.7009263  -0.04556401],[ 0.6606667   0.62477088 -0.07829728],[4.17603821e-01 8.11421692e-01 5.90597153e-07]
336,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.47009313  0.3648892  -0.07081474],[ 0.43487513  0.53376675 -0.02528655],[ 0.45416778  0.42550671 -0.04908761],[ 0.48495817  0.31456551 -0.08651252],[ 0.40489051  0.32887456 -0.07150633],[ 0.38774288  0.52569884 -0.0315797 ],[ 0.39540923  0.40167063 -0.05042367],[ 0.41369158  0.27263236 -0.0882512 ],[ 0.24689899  0.44332695 -0.08967263],[ 0.2882244   0.58011723 -0.05731785],[ 0.26276386  0.49721777 -0.07871964],[ 0.23597793  0.39186293 -0.09712738],[ 0.34397674  0.35560334 -0.08416115],[ 0.3390331   0.54165494 -0.04280496],[ 0.33963692  0.42649108 -0.06431654],[ 0.34988225  0.29788637 -0.098639  ],[ 0.42998165  0.75996011 -0.03192292],[ 0.55759734  0.64435035 -0.06611262],[ 0.49997798  0.69090319 -0.04938272],[ 0.60565627  0.61443204 -0.08384018],[3.60018075e-01 8.08270395e-01 7.02052205e-07]
337,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.40038246  0.36573166 -0.0672331 ],[ 0.37693655  0.53558946 -0.02407718],[ 0.38879994  0.4277406  -0.04664112],[ 0.41159827  0.31654418 -0.08237799],[ 0.33801293  0.33619612 -0.06853138],[ 0.32876682  0.52973574 -0.02955523],[ 0.33211115  0.40881199 -0.04806182],[ 0.34375176  0.27924728 -0.08438639],[ 0.18017398  0.46195236 -0.08948103],[ 0.22927688  0.59220809 -0.05345946],[ 0.19910796  0.51192701 -0.0770263 ],[ 0.16690607  0.41389042 -0.09736186],[ 0.27751482  0.36256427 -0.08417319],[ 0.27962172  0.54905725 -0.03999037],[ 0.2762388   0.43335855 -0.06298056],[ 0.2808609   0.30461374 -0.09879299],[ 0.37931052  0.77078515 -0.03230059],[ 0.50236112  0.63667399 -0.06180711],[ 0.44865638  0.69360501 -0.04763532],[ 0.55269021  0.6090225  -0.07700739],[3.05234134e-01 8.17093551e-01 6.48237801e-07]
338,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.39894229  0.36627045 -0.0725888 ],[ 0.37444612  0.53888279 -0.027856  ],[ 0.38734266  0.42660689 -0.05215019],[ 0.41189006  0.31886435 -0.08698092],[ 0.33849132  0.33626598 -0.07094801],[ 0.32681465  0.53176326 -0.03282844],[ 0.33126128  0.40744725 -0.05228974],[ 0.34722331  0.28050798 -0.0850937 ],[ 0.17753436  0.45603138 -0.0900168 ],[ 0.23002294  0.58893687 -0.05491222],[ 0.19921951  0.50737274 -0.07834991],[ 0.15933853  0.40922537 -0.09707244],[ 0.28016108  0.36223382 -0.08436666],[ 0.27920455  0.54904413 -0.04241003],[ 0.27745077  0.43292838 -0.06520568],[ 0.28524631  0.30644622 -0.09754552],[ 0.37846434  0.77460063 -0.03168994],[ 0.49884892  0.63995361 -0.06570992],[ 0.4446004   0.69686437 -0.04913473],[ 0.54933298  0.60806614 -0.08311791],[3.04903120e-01 8.21029663e-01 5.86210660e-07]
339,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.3313202   0.36330247 -0.06097886],[ 0.31974733  0.53853482 -0.02197502],[ 0.32702193  0.42999041 -0.04197466],[ 0.3350625   0.30705881 -0.07541931],[ 0.2676473   0.34082359 -0.06177796],[ 0.27075791  0.53544372 -0.02712611],[ 0.26808584  0.41667947 -0.04312184],[ 0.26685554  0.28031394 -0.07680044],[ 0.12134846  0.47263882 -0.08200394],[ 0.1769506   0.60173219 -0.04937541],[ 0.14200471  0.52430141 -0.07038625],[ 0.10661699  0.42577219 -0.08932873],[ 0.21297812  0.37176913 -0.07461491],[ 0.22311337  0.55717659 -0.03669004],[ 0.21507555  0.44165242 -0.055947  ],[ 0.21279533  0.31619623 -0.08809914],[ 0.33444518  0.77130187 -0.02970212],[ 0.44988546  0.62140006 -0.05541358],[ 0.39723325  0.68537617 -0.04297201],[ 0.49728557  0.58483827 -0.06875162],[2.60075182e-01 8.28627944e-01 5.72362580e-07]
340,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.33059943  0.36614671 -0.06604426],[ 0.31695646  0.54200596 -0.02389492],[ 0.32493871  0.43119335 -0.04621927],[ 0.33707526  0.31188613 -0.08018132],[ 0.26559719  0.3433277  -0.0637791 ],[ 0.2687411   0.53873819 -0.02809   ],[ 0.2654174   0.41708693 -0.04574743],[ 0.26831642  0.2841593  -0.07757443],[ 0.11882529  0.46932465 -0.08053308],[ 0.17642726  0.59876394 -0.04891429],[ 0.14260176  0.51993138 -0.0703651 ],[ 0.09827097  0.42437091 -0.08643884],[ 0.21484214  0.37499988 -0.07548583],[ 0.22257906  0.55822337 -0.03693341],[ 0.21532558  0.44396564 -0.05793639],[ 0.21707197  0.3212778  -0.08733816],[ 0.33432943  0.77067411 -0.03103268],[ 0.44935155  0.62305862 -0.06153555],[ 0.39681762  0.68495423 -0.04662669],[ 0.49693075  0.58643806 -0.07718077],[2.62088388e-01 8.27426791e-01 5.80801668e-07]
341,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.28800833  0.36096317 -0.03973879],[ 0.28153759  0.53169394 -0.00983622],[ 0.28747794  0.42604166 -0.02360714],[ 0.28567278  0.30420423 -0.05280982],[ 0.21958077  0.34558371 -0.03954218],[ 0.23132896  0.53262395 -0.01396725],[ 0.22393309  0.41716406 -0.02393992],[ 0.21523777  0.28783348 -0.05268155],[ 0.08197019  0.48154044 -0.06189203],[ 0.13904664  0.60121822 -0.03462993],[ 0.10331045  0.52892327 -0.05210371],[ 0.06531565  0.4384152  -0.06795809],[ 0.17344841  0.38090354 -0.05298549],[ 0.18452406  0.55695933 -0.02267754],[ 0.17594829  0.44768107 -0.03685405],[ 0.17291757  0.32773691 -0.06503359],[ 0.30960479  0.7651906  -0.02703205],[ 0.41254875  0.61203331 -0.04690417],[ 0.36799511  0.67810816 -0.03701758],[ 0.45638204  0.57344878 -0.05729915],[2.32496947e-01 8.26981544e-01 5.73479667e-07]
342,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.28610033  0.36249709 -0.04333353],[ 0.27988118  0.53405952 -0.01139189],[ 0.28599384  0.42733669 -0.02660768],[ 0.28538844  0.30620882 -0.05645521],[ 0.21849762  0.34565961 -0.04221844],[ 0.23029314  0.53418434 -0.01495945],[ 0.224007    0.41794276 -0.02622376],[ 0.21496069  0.28606319 -0.05525313],[ 0.08036225  0.47814068 -0.05979245],[ 0.13884839  0.59827703 -0.0343645 ],[ 0.10313065  0.52720296 -0.05101516],[ 0.06189926  0.43390232 -0.06507042],[ 0.17354107  0.38150907 -0.05359289],[ 0.18453217  0.5560748  -0.02302982],[ 0.17593294  0.44692922 -0.03790968],[ 0.1738562   0.32984793 -0.06490511],[ 0.30573785  0.76526058 -0.02789402],[ 0.41347259  0.61287713 -0.05121287],[ 0.36612612  0.67828482 -0.03964731],[ 0.45780319  0.57616705 -0.06292333],[2.31879115e-01 8.26264381e-01 5.64563095e-07]
343,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.27047989  0.35998356 -0.04770954],[ 0.26504946  0.53203803 -0.01743641],[ 0.27110535  0.42410615 -0.03215699],[ 0.26793575  0.30285269 -0.06057841],[ 0.20112017  0.3445366  -0.04620389],[ 0.21434575  0.53070313 -0.01945478],[ 0.20739302  0.4151029  -0.03089881],[ 0.19494915  0.28518096 -0.05890521],[ 0.06654489  0.48070031 -0.06332812],[ 0.12434694  0.5983386  -0.03526784],[ 0.0884925   0.52884483 -0.05351532],[ 0.04867437  0.43454927 -0.06938717],[ 0.15439741  0.38118589 -0.05634924],[ 0.1683844   0.55389595 -0.02570071],[ 0.1579977   0.44574279 -0.04097394],[ 0.1521606   0.32571855 -0.06782656],[ 0.29177031  0.76615828 -0.0302919 ],[ 0.39482939  0.60901177 -0.05381928],[ 0.34875968  0.67970258 -0.04258826],[ 0.43750548  0.56709021 -0.06518658],[2.15364650e-01 8.24258029e-01 5.51331425e-07]
344,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.26836556  0.35885379 -0.04720499],[ 0.26486656  0.53018999 -0.01606635],[ 0.26982456  0.42349041 -0.03104851],[ 0.26601148  0.30214006 -0.0603753 ],[ 0.20104438  0.3426947  -0.04447915],[ 0.21436796  0.52988416 -0.0170449 ],[ 0.20733739  0.41439694 -0.0286201 ],[ 0.19624324  0.28290883 -0.05756168],[ 0.0649738   0.47774529 -0.06091101],[ 0.12352929  0.59553009 -0.03188631],[ 0.08797137  0.52575088 -0.050313  ],[ 0.04612587  0.43262076 -0.06748629],[ 0.1565764   0.38019645 -0.05502156],[ 0.16844785  0.55268359 -0.0227175 ],[ 0.15894707  0.4445712  -0.03852552],[ 0.15654939  0.32795212 -0.06693688],[ 0.29318655  0.76427495 -0.03211391],[ 0.39669225  0.60744065 -0.05648741],[ 0.35042828  0.67743951 -0.04494993],[ 0.44130588  0.5672639  -0.06783675],[2.17486456e-01 8.21483016e-01 5.64374261e-07]
345,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.27177936  0.35210317 -0.04386429],[ 0.27006486  0.52372754 -0.0141398 ],[ 0.2739929   0.4165355  -0.02831085],[ 0.26851612  0.29602167 -0.05652774],[ 0.20468427  0.33796924 -0.04211308],[ 0.22007987  0.5248937  -0.01609235],[ 0.21254408  0.40986437 -0.02682308],[ 0.19835101  0.27900493 -0.05483345],[ 0.06826155  0.47340664 -0.0604983 ],[ 0.1295687   0.59234786 -0.03236236],[ 0.09287371  0.52217615 -0.05020657],[ 0.0478472   0.42879429 -0.06676192],[ 0.16057345  0.37609744 -0.05359086],[ 0.17440742  0.54871035 -0.02255696],[ 0.16441649  0.44099513 -0.03738093],[ 0.15935759  0.32480708 -0.06537291],[ 0.29741269  0.75846195 -0.02990111],[ 0.40245223  0.60155141 -0.05332693],[ 0.35581461  0.67043996 -0.04203664],[ 0.44792879  0.56305456 -0.06459009],[2.21751347e-01 8.18018794e-01 5.55256122e-07]
346,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.272412    0.3529723  -0.04242751],[ 0.26934898  0.52214342 -0.01255261],[ 0.27365065  0.41665152 -0.02663617],[ 0.270495    0.29755077 -0.05536971],[ 0.20345691  0.33713236 -0.04087497],[ 0.2188738   0.52265704 -0.01476377],[ 0.2107292   0.40787894 -0.02531777],[ 0.19786724  0.27901581 -0.05385328],[ 0.06970432  0.47263801 -0.05952049],[ 0.12889484  0.5902372  -0.0316403 ],[ 0.09324218  0.52069253 -0.04923127],[ 0.05029832  0.4283663  -0.06599543],[ 0.15938661  0.3729544  -0.05291251],[ 0.17327222  0.54620993 -0.021549  ],[ 0.16360161  0.43789828 -0.03634257],[ 0.15760833  0.32050973 -0.06509209],[ 0.29792199  0.75775152 -0.02942083],[ 0.40340111  0.60020518 -0.05166999],[ 0.35607934  0.66845065 -0.04087826],[ 0.44842908  0.56201476 -0.06259406],[2.22645789e-01 8.17157269e-01 5.44616626e-07]
347,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.27246872  0.35271206 -0.04132556],[ 0.26930827  0.52172059 -0.01188361],[ 0.27381745  0.41631356 -0.02565394],[ 0.27036795  0.29732513 -0.054179  ],[ 0.20321973  0.33687612 -0.03982671],[ 0.2188724   0.52209538 -0.01410128],[ 0.21072993  0.40753651 -0.02435429],[ 0.19745216  0.27889329 -0.05275104],[ 0.06967425  0.47212261 -0.05811526],[ 0.12904902  0.5895291  -0.03094175],[ 0.09325959  0.52004957 -0.04812704],[ 0.05027306  0.42801195 -0.06439295],[ 0.15941061  0.37296051 -0.05174479],[ 0.17340787  0.5455277  -0.02087155],[ 0.16345906  0.4374069  -0.03539398],[ 0.15780309  0.32132077 -0.06375407],[ 0.29789069  0.75723469 -0.02920929],[ 0.40324795  0.60078359 -0.05144798],[ 0.35659456  0.66892231 -0.04065885],[ 0.4473955   0.56305236 -0.06226528],[2.22936422e-01 8.16546559e-01 5.44702971e-07]
348,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.30192763  0.34897524 -0.04090345],[ 0.29580668  0.51854539 -0.01013525],[ 0.30105355  0.41302222 -0.02475336],[ 0.30049738  0.29354316 -0.05352868],[ 0.23342298  0.32979304 -0.04140927],[ 0.24734667  0.51860821 -0.01470548],[ 0.23996946  0.40293896 -0.02541924],[ 0.22582932  0.27071512 -0.05479363],[ 0.09996648  0.45739898 -0.0615342 ],[ 0.15948893  0.58189702 -0.03495944],[ 0.12311472  0.50699478 -0.05164812],[ 0.0810629   0.41416633 -0.0677806 ],[ 0.18779573  0.36598644 -0.05413657],[ 0.202977    0.54081142 -0.0233429 ],[ 0.19165042  0.43145037 -0.03749879],[ 0.18526292  0.3156203  -0.06629901],[ 0.32500342  0.75224656 -0.0245558 ],[ 0.43004292  0.59874225 -0.04359642],[ 0.38471872  0.66449273 -0.03388649],[ 0.47429323  0.56406939 -0.05405089],[2.48848259e-01 8.07926059e-01 4.99566909e-07]
349,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.35183585  0.34599644 -0.05402661],[ 0.33858958  0.51528132 -0.01855546],[ 0.34783241  0.40946141 -0.03650393],[ 0.3547723   0.29198572 -0.0672187 ],[ 0.28412965  0.32053941 -0.05469462],[ 0.2902441   0.51180953 -0.02294952],[ 0.2863529   0.39348829 -0.03745305],[ 0.28198898  0.26333913 -0.06851014],[ 0.13924088  0.44112074 -0.07463815],[ 0.19827315  0.57138103 -0.04328114],[ 0.16280563  0.49270082 -0.06348769],[ 0.11988124  0.39535773 -0.08164466],[ 0.23508483  0.35028082 -0.06854341],[ 0.2443178   0.53187591 -0.03165511],[ 0.23666601  0.41729903 -0.04995656],[ 0.23522265  0.29891932 -0.08160263],[ 0.3569051   0.74965119 -0.02849159],[ 0.47061446  0.60731363 -0.05405886],[ 0.42045689  0.6672436  -0.04140722],[ 0.51760685  0.57574314 -0.06793557],[2.83576757e-01 7.96722770e-01 5.46946296e-07]
350,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.34940273  0.34488517 -0.06295203],[ 0.3378959   0.51820195 -0.02365378],[ 0.34569386  0.40953699 -0.04400014],[ 0.35302833  0.28934482 -0.07719719],[ 0.28343672  0.32292956 -0.06204904],[ 0.29044381  0.5144043  -0.02690449],[ 0.28639203  0.39552218 -0.04389303],[ 0.28167704  0.26453865 -0.07630846],[ 0.14153832  0.44082808 -0.07961513],[ 0.19986212  0.57104498 -0.04634423],[ 0.16634865  0.4909713  -0.06834798],[ 0.11980152  0.39589697 -0.08651353],[ 0.2378265   0.34991658 -0.07433193],[ 0.24544345  0.53248757 -0.03493518],[ 0.2391088   0.41861176 -0.05584092],[ 0.23774453  0.29588366 -0.0869967 ],[ 0.35568476  0.75000626 -0.033158  ],[ 0.47156507  0.6078074  -0.06303698],[ 0.41937014  0.66823882 -0.0486285 ],[ 0.51780772  0.57596272 -0.07801463],[2.84551680e-01 7.98839509e-01 5.45250828e-07]
351,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.40371633  0.34271032 -0.05831522],[ 0.38692775  0.51259267 -0.02206599],[ 0.39899129  0.40584677 -0.04076516],[ 0.40742165  0.28802943 -0.07164568],[ 0.33762228  0.31188858 -0.05918419],[ 0.33930838  0.50549686 -0.02692545],[ 0.33835867  0.38511419 -0.04236727],[ 0.33595005  0.25319248 -0.07255417],[ 0.18837567  0.4262042  -0.08026493],[ 0.24550711  0.56293929 -0.04779515],[ 0.21130085  0.47998366 -0.06903821],[ 0.16879176  0.37786466 -0.08722076],[ 0.28650981  0.3388024  -0.07384655],[ 0.29289362  0.52352542 -0.0359383 ],[ 0.28703922  0.40690827 -0.05534847],[ 0.28625643  0.28550446 -0.0866275 ],[ 0.39753178  0.74977398 -0.02887855],[ 0.51362222  0.61380357 -0.0564807 ],[ 0.46119779  0.6705274  -0.04285732],[ 0.56148773  0.58520234 -0.07145718],[3.25307965e-01 7.93146849e-01 5.43907845e-07]
352,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.40370539  0.34341604 -0.06578448],[ 0.38583213  0.5139935  -0.02515012],[ 0.3974728   0.4077493  -0.04616163],[ 0.40892687  0.28778252 -0.08065444],[ 0.33840448  0.3135094  -0.06544343],[ 0.3391459   0.50678575 -0.02952021],[ 0.33945191  0.38710278 -0.04716378],[ 0.33751103  0.25436777 -0.07971184],[ 0.19046748  0.42733765 -0.0859839 ],[ 0.24801371  0.56298357 -0.05045651],[ 0.21478859  0.48063883 -0.07392064],[ 0.16914231  0.38014293 -0.09321559],[ 0.29096237  0.33745414 -0.07931434],[ 0.29407361  0.52364796 -0.03840825],[ 0.29125655  0.40769321 -0.06031058],[ 0.29084939  0.28271499 -0.09211925],[ 0.39673951  0.74793166 -0.03211636],[ 0.51241517  0.61264461 -0.0624108 ],[ 0.46033525  0.66926193 -0.04773198],[ 0.5597229   0.58554387 -0.07786208],[3.24480385e-01 7.92688787e-01 5.39298185e-07]
353,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.45529845  0.34132802 -0.07388056],[ 0.43329242  0.50920647 -0.03063418],[ 0.44675648  0.40250033 -0.05379561],[ 0.4631111   0.28816742 -0.08797145],[ 0.39640707  0.30546021 -0.07077796],[ 0.38749656  0.50028306 -0.03444947],[ 0.39124617  0.37830308 -0.05267123],[ 0.4003154   0.24721143 -0.08497156],[ 0.24178965  0.40659457 -0.08506554],[ 0.29326272  0.55161929 -0.05382511],[ 0.26202059  0.4637399  -0.07441925],[ 0.224857    0.3549782  -0.09184042],[ 0.34192938  0.33072013 -0.08164316],[ 0.34146422  0.51587492 -0.04260937],[ 0.33900559  0.39955696 -0.06312282],[ 0.34528536  0.27691177 -0.09437101],[ 0.43893731  0.74066734 -0.03247434],[ 0.5616442   0.62379581 -0.06858811],[ 0.50408071  0.67108583 -0.05108331],[ 0.60839915  0.59311008 -0.08734648],[3.69772166e-01 7.80688882e-01 5.94517871e-07]
