frame,left_INDEX_FINGER_DIP,left_INDEX_FINGER_MCP,left_INDEX_FINGER_PIP,left_INDEX_FINGER_TIP,left_MIDDLE_FINGER_DIP,left_MIDDLE_FINGER_MCP,left_MIDDLE_FINGER_PIP,left_MIDDLE_FINGER_TIP,left_PINKY_DIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_TIP,left_RING_FINGER_DIP,left_RING_FINGER_MCP,left_RING_FINGER_PIP,left_RING_FINGER_TIP,left_THUMB_CMC,left_THUMB_IP,left_THUMB_MCP,left_THUMB_TIP,left_WRIST,right_INDEX_FINGER_DIP,right_INDEX_FINGER_MCP,right_INDEX_FINGER_PIP,right_INDEX_FINGER_TIP,right_MIDDLE_FINGER_DIP,right_MIDDLE_FINGER_MCP,right_MIDDLE_FINGER_PIP,right_MIDDLE_FINGER_TIP,right_PINKY_DIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_TIP,right_RING_FINGER_DIP,right_RING_FINGER_MCP,right_RING_FINGER_PIP,right_RING_FINGER_TIP,right_THUMB_CMC,right_THUMB_IP,right_THUMB_MCP,right_THUMB_TIP,right_WRIST
354,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.4573116   0.3386668  -0.07639737],[ 0.43198967  0.50993967 -0.02961635],[ 0.44640335  0.40089482 -0.05456116],[ 0.46786141  0.28573364 -0.09177536],[ 0.39669576  0.30579239 -0.07263906],[ 0.38669306  0.50179511 -0.03303917],[ 0.3919667   0.37968791 -0.05295164],[ 0.40157449  0.24632114 -0.08798162],[ 0.24179941  0.40978736 -0.08758957],[ 0.29543582  0.55144924 -0.05337438],[ 0.26400262  0.46543941 -0.07619108],[ 0.2226304   0.36071837 -0.09445243],[ 0.34289044  0.32911378 -0.08273101],[ 0.34202099  0.51619679 -0.04146098],[ 0.34125581  0.39958227 -0.0640812 ],[ 0.34517822  0.27527389 -0.09527869],[ 0.44131815  0.73686403 -0.03540261],[ 0.56326121  0.61689341 -0.07430252],[ 0.50645542  0.66731113 -0.05543042],[ 0.61001241  0.58402371 -0.09356178],[3.72356176e-01 7.82056272e-01 6.12053213e-07]
355,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.51275092  0.33970204 -0.06111387],[ 0.48434794  0.5099718  -0.02098939],[ 0.5022127   0.40219772 -0.04178303],[ 0.52243036  0.28473917 -0.0751945 ],[ 0.44750464  0.30102372 -0.06266463],[ 0.43719634  0.49971369 -0.02664126],[ 0.44128251  0.37652278 -0.04397339],[ 0.45309728  0.23842901 -0.07700033],[ 0.29352039  0.40026939 -0.08243361],[ 0.3426677   0.54840982 -0.04965902],[ 0.31269017  0.45949513 -0.07111751],[ 0.27754447  0.34551197 -0.08945154],[ 0.39486206  0.32347566 -0.07706202],[ 0.39073628  0.51355076 -0.03672498],[ 0.39024487  0.3951672  -0.05758986],[ 0.39986405  0.26514482 -0.0900124 ],[ 0.48107028  0.75204241 -0.02861615],[ 0.60483426  0.62651396 -0.05632025],[ 0.55085558  0.676507   -0.04257204],[ 0.64875001  0.59880465 -0.07108073],[4.08198416e-01 7.88520455e-01 5.50118955e-07]
356,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.51210606  0.33721894 -0.05995683],[ 0.48054063  0.50860637 -0.01841933],[ 0.49844602  0.40065724 -0.03955195],[ 0.52561331  0.28288531 -0.07492755],[ 0.44804579  0.30163699 -0.05989629],[ 0.43436098  0.49852842 -0.02282449],[ 0.44062123  0.37720615 -0.04044   ],[ 0.45671159  0.24025694 -0.07465973],[ 0.29500595  0.39987028 -0.08050904],[ 0.34279346  0.54628104 -0.04549413],[ 0.31480843  0.45821089 -0.06830777],[ 0.2788344   0.3467651  -0.08768372],[ 0.39625931  0.32261246 -0.0737892 ],[ 0.38963985  0.51155531 -0.03243972],[ 0.39122477  0.39449644 -0.05422141],[ 0.40283382  0.26544738 -0.08644706],[ 0.48125795  0.75036699 -0.03197383],[ 0.60756838  0.62542772 -0.06101082],[ 0.55200428  0.67569816 -0.0466612 ],[ 0.65418828  0.60077173 -0.0755885 ],[4.06485885e-01 7.90776014e-01 6.01351360e-07]
357,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.56244993  0.34159341 -0.06218294],[ 0.53295749  0.51125884 -0.02255133],[ 0.55220592  0.40432984 -0.0429838 ],[ 0.57273108  0.28663892 -0.07636794],[ 0.49911183  0.29614893 -0.06113101],[ 0.48364329  0.49542779 -0.026169  ],[ 0.49087062  0.37217349 -0.04279123],[ 0.50804442  0.23394877 -0.07559698],[ 0.34163469  0.38134444 -0.07764609],[ 0.3839049   0.53367215 -0.04675226],[ 0.35779059  0.44096649 -0.06669521],[ 0.3292821   0.32601547 -0.08467616],[ 0.44711474  0.31684285 -0.07349593],[ 0.43467185  0.50404513 -0.03472836],[ 0.43905258  0.38575149 -0.05445495],[ 0.45622727  0.26176506 -0.08631343],[ 0.51658994  0.75768501 -0.03286047],[ 0.65248692  0.65076661 -0.06499686],[ 0.59199554  0.69074178 -0.04926726],[ 0.70001471  0.63277566 -0.08126038],[4.39828187e-01 7.84377396e-01 5.89661340e-07]
358,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.5641132   0.33816755 -0.06619347],[ 0.53186208  0.50940108 -0.02267188],[ 0.55160964  0.40134722 -0.04491855],[ 0.57638216  0.28243548 -0.08199006],[ 0.49768537  0.29572344 -0.06340998],[ 0.48180676  0.49243599 -0.02559596],[ 0.48990044  0.36989105 -0.04367221],[ 0.50670123  0.2353113  -0.07876862],[ 0.34221107  0.38053316 -0.07965642],[ 0.38338351  0.53206706 -0.04661554],[ 0.3593502   0.43992954 -0.06842295],[ 0.32808131  0.32645261 -0.08635511],[ 0.4469654   0.31467974 -0.07395554],[ 0.43358016  0.50084043 -0.03405919],[ 0.43934378  0.38481206 -0.05533867],[ 0.45544085  0.25888401 -0.08631945],[ 0.51522779  0.75427294 -0.03651552],[ 0.65078896  0.64533043 -0.07027841],[ 0.59069526  0.68816817 -0.05381458],[ 0.69949484  0.62400693 -0.08655325],[4.37432230e-01 7.86238909e-01 5.76372770e-07]
359,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.5638299   0.33868173 -0.06694126],[ 0.53113103  0.50958812 -0.02342661],[ 0.55090088  0.40224862 -0.04568922],[ 0.57630956  0.28287238 -0.08279609],[ 0.49751005  0.29636288 -0.06405655],[ 0.48131666  0.49250153 -0.02614926],[ 0.48934248  0.37072045 -0.04445854],[ 0.50665396  0.23578286 -0.07918273],[ 0.34288365  0.38096344 -0.08059412],[ 0.38358647  0.53271091 -0.04667755],[ 0.35970742  0.44051307 -0.06904893],[ 0.32916194  0.32702392 -0.08738025],[ 0.44754916  0.31383899 -0.07460593],[ 0.43329543  0.50097281 -0.03437642],[ 0.43939281  0.38427272 -0.05600548],[ 0.45656386  0.25756085 -0.0868373 ],[ 0.5157513   0.7559374  -0.03681013],[ 0.65035862  0.64243901 -0.06993221],[ 0.59079856  0.68817425 -0.05390166],[ 0.69920814  0.62032855 -0.08573253],[4.37804341e-01 7.86498308e-01 5.73663613e-07]
360,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.60973036  0.34289411 -0.06352931],[ 0.56626832  0.51297295 -0.02089022],[ 0.59182078  0.4050526  -0.04293914],[ 0.62729812  0.28940225 -0.07828408],[ 0.54722983  0.29598853 -0.06309395],[ 0.52008951  0.49592933 -0.02592487],[ 0.53352368  0.37240204 -0.04348486],[ 0.56087631  0.23499256 -0.07828122],[ 0.38783774  0.37593096 -0.08114076],[ 0.4251292   0.53074586 -0.04958304],[ 0.4015305   0.43739241 -0.06987446],[ 0.37815702  0.31908715 -0.08816307],[ 0.49675214  0.31399697 -0.07565612],[ 0.47386882  0.50260359 -0.03601047],[ 0.4834581   0.38277057 -0.05603722],[ 0.51068616  0.2597169  -0.08875985],[ 0.54764229  0.76023984 -0.03177229],[ 0.68521458  0.67279536 -0.06607722],[ 0.62544703  0.70215005 -0.04891112],[ 0.73360956  0.65939808 -0.08362637],[4.70234722e-01 7.86444366e-01 6.32889282e-07]
361,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.65373623  0.35067278 -0.05354418],[ 0.60626733  0.51586515 -0.01483124],[ 0.63440514  0.40999815 -0.03416098],[ 0.67234719  0.30051142 -0.06763282],[ 0.59285992  0.30267459 -0.05127313],[ 0.56047654  0.49688694 -0.01827145],[ 0.57775217  0.37661198 -0.03311563],[ 0.60735929  0.24316478 -0.06542168],[ 0.43051755  0.36963379 -0.06654789],[ 0.46329457  0.5245012  -0.03954945],[ 0.44163364  0.43088332 -0.0567686 ],[ 0.42441487  0.31325424 -0.07276926],[ 0.53916526  0.31492788 -0.06229239],[ 0.51364297  0.50038218 -0.02705589],[ 0.52539086  0.38252145 -0.04426906],[ 0.55446875  0.26091522 -0.07453558],[ 0.58258736  0.76789778 -0.0318385 ],[ 0.72646701  0.67139518 -0.06365215],[ 0.66285205  0.70762187 -0.04779414],[ 0.77989608  0.66075295 -0.07961431],[5.01033664e-01 7.90898919e-01 6.32411570e-07]
362,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.65376717  0.35177779 -0.05591654],[ 0.60636812  0.51888943 -0.01508139],[ 0.63462782  0.41271868 -0.03546628],[ 0.67114353  0.2981576  -0.07125796],[ 0.5940876   0.30485189 -0.05407253],[ 0.5609206   0.49838769 -0.01907276],[ 0.58001983  0.37797135 -0.03524682],[ 0.60794973  0.24477518 -0.06882836],[ 0.43286866  0.36976573 -0.07191712],[ 0.46457556  0.52581853 -0.04265815],[ 0.444664    0.43135202 -0.0620265 ],[ 0.42497435  0.31323826 -0.07806783],[ 0.54224163  0.31511384 -0.06531315],[ 0.51482433  0.50107497 -0.02882384],[ 0.52862799  0.38381273 -0.04801456],[ 0.55658418  0.26013851 -0.07698073],[ 0.58324951  0.76669705 -0.03364161],[ 0.72561175  0.67171752 -0.06617631],[ 0.66262329  0.7074579  -0.04993834],[ 0.77834541  0.65981704 -0.0820833 ],[5.01361132e-01 7.92800725e-01 6.19087984e-07]
363,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.69150734  0.36182621 -0.05882129],[ 0.63797474  0.52367657 -0.01660486],[ 0.66971147  0.42120886 -0.03771948],[ 0.71274173  0.31152642 -0.07405762],[ 0.62659985  0.30986589 -0.05423712],[ 0.59085906  0.50337464 -0.01917164],[ 0.61058098  0.38401282 -0.03497767],[ 0.64188743  0.24978879 -0.06936023],[ 0.4672595   0.37460145 -0.06784909],[ 0.49256915  0.53130108 -0.03976779],[ 0.47587737  0.43748072 -0.05767065],[ 0.46240282  0.31748521 -0.07421688],[ 0.57210124  0.31933263 -0.06260565],[ 0.54315853  0.50649536 -0.02740646],[ 0.55824727  0.38918871 -0.04479344],[ 0.58675301  0.26327482 -0.07501965],[ 0.61136985  0.77750528 -0.03491295],[ 0.7614668   0.68234193 -0.07064708],[ 0.69529146  0.71966434 -0.05303723],[ 0.81660861  0.66311944 -0.08819892],[5.26457071e-01 7.98998892e-01 6.53483539e-07]
364,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.69111818  0.359788   -0.06329533],[ 0.63866538  0.52744186 -0.01901573],[ 0.66868645  0.42037052 -0.0414134 ],[ 0.71277368  0.30762506 -0.07919987],[ 0.62847066  0.30958262 -0.05845048],[ 0.59184307  0.50595909 -0.02165959],[ 0.61191887  0.38401616 -0.03893827],[ 0.6451993   0.24897504 -0.07362816],[ 0.46955925  0.37397578 -0.07205676],[ 0.49438116  0.5331558  -0.04349456],[ 0.47883397  0.43718058 -0.06277788],[ 0.46393633  0.31586137 -0.07762757],[ 0.57413232  0.31965929 -0.06600627],[ 0.54482758  0.50833851 -0.03033381],[ 0.56022996  0.38962507 -0.04959716],[ 0.58929694  0.26247847 -0.0771655 ],[ 0.61059964  0.77841365 -0.03724978],[ 0.76180363  0.68193722 -0.07478294],[ 0.69487703  0.7201972  -0.05637138],[ 0.81599522  0.66003841 -0.09267083],[5.26497126e-01 8.01857114e-01 6.66895914e-07]
365,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.71699226  0.37392753 -0.05097627],[ 0.66258079  0.53357726 -0.01240813],[ 0.69493467  0.4322198  -0.03145454],[ 0.73739207  0.32358602 -0.06543156],[ 0.65634573  0.32199663 -0.04943548],[ 0.6173467   0.512128   -0.01726569],[ 0.63973987  0.39530486 -0.0312567 ],[ 0.67120677  0.26057172 -0.06432401],[ 0.49728051  0.37780148 -0.06894329],[ 0.52164376  0.53735191 -0.04087114],[ 0.50456619  0.44203579 -0.05871329],[ 0.49473479  0.31947279 -0.07560392],[ 0.60563791  0.32809278 -0.06072684],[ 0.57116973  0.51419771 -0.02726602],[ 0.59008414  0.3978681  -0.04369499],[ 0.62112993  0.27125445 -0.0730321 ],[ 0.63253486  0.78566003 -0.02918929],[ 0.78158867  0.69441521 -0.05875735],[ 0.71636283  0.7305494  -0.04385132],[ 0.83181286  0.67171454 -0.07372521],[5.47988057e-01 8.06397319e-01 5.60488957e-07]
366,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.71546847  0.36992428 -0.06205813],[ 0.66366404  0.53533429 -0.01873423],[ 0.69328636  0.43010819 -0.04074788],[ 0.73698115  0.31789914 -0.07748522],[ 0.65834039  0.32051167 -0.05784595],[ 0.61814088  0.51362914 -0.02249324],[ 0.64003968  0.39438868 -0.03927132],[ 0.67636472  0.26003602 -0.0724163 ],[ 0.50012422  0.38000119 -0.07401045],[ 0.52177769  0.5396235  -0.04527646],[ 0.50783294  0.44372636 -0.06444623],[ 0.496512    0.32104269 -0.07977686],[ 0.60406971  0.32910275 -0.06649901],[ 0.57186842  0.51569104 -0.03183106],[ 0.58871597  0.39972401 -0.05044332],[ 0.62060153  0.27077603 -0.07749196],[ 0.63133913  0.78479803 -0.03367961],[ 0.77849722  0.69512916 -0.06826439],[ 0.71391445  0.72987235 -0.05121888],[ 0.82960218  0.67381942 -0.08492065],[5.48612356e-01 8.04991961e-01 6.27966244e-07]
367,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.73135394  0.37970534 -0.05964546],[ 0.67331362  0.54373789 -0.01710668],[ 0.70754147  0.43893239 -0.03846912],[ 0.75430924  0.3276614  -0.07542143],[ 0.67393452  0.32798934 -0.05818234],[ 0.62955338  0.52152133 -0.02142449],[ 0.6545347   0.4045127  -0.03828037],[ 0.69206309  0.26316425 -0.07399717],[ 0.51624912  0.38565385 -0.07694397],[ 0.53398013  0.54611486 -0.0452732 ],[ 0.52186525  0.4510693  -0.06537147],[ 0.51473147  0.32436112 -0.08434536],[ 0.62417501  0.33627355 -0.06929415],[ 0.58374596  0.52354205 -0.03137786],[ 0.60491174  0.40813392 -0.05051813],[ 0.64403254  0.27597794 -0.08231266],[ 0.63618094  0.79087329 -0.032985  ],[ 0.78689981  0.70349413 -0.06637283],[ 0.71939671  0.73633546 -0.04978852],[ 0.83992815  0.68584698 -0.08292731],[5.52081048e-01 8.11873376e-01 6.27372742e-07]
368,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.72990334  0.37910771 -0.06144863],[ 0.67388487  0.54301041 -0.0191321 ],[ 0.7064389   0.43854412 -0.04070923],[ 0.75254732  0.32706791 -0.07692134],[ 0.67495453  0.32803407 -0.05861938],[ 0.62876767  0.51974928 -0.0225745 ],[ 0.65465844  0.4018417  -0.0398175 ],[ 0.69444811  0.26512548 -0.07334131],[ 0.51631927  0.38370854 -0.07576565],[ 0.53280246  0.54375279 -0.04466438],[ 0.52172613  0.44798681 -0.06508675],[ 0.5150283   0.32308891 -0.08237538],[ 0.62174678  0.33700126 -0.06856543],[ 0.5827086   0.5210436  -0.03160259],[ 0.60307771  0.40577987 -0.05146523],[ 0.64120233  0.27845663 -0.08011953],[ 0.63680506  0.79355168 -0.03421726],[ 0.78684127  0.70453417 -0.06784768],[ 0.72099227  0.73994327 -0.05139505],[ 0.84120095  0.68926859 -0.08392538],[5.50919533e-01 8.10676098e-01 6.32265881e-07]
369,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.73042047  0.37888679 -0.06140593],[ 0.67414528  0.54291695 -0.01861628],[ 0.70659959  0.43805766 -0.04046964],[ 0.75361729  0.32709998 -0.07701285],[ 0.67538965  0.32863718 -0.05911578],[ 0.62902558  0.51990092 -0.02252834],[ 0.6551047   0.40183848 -0.04002322],[ 0.69511539  0.2661604  -0.07408354],[ 0.51584589  0.38416371 -0.07672434],[ 0.53251225  0.54445386 -0.0454912 ],[ 0.52132809  0.44852749 -0.06609295],[ 0.51436388  0.32327569 -0.08334287],[ 0.62237197  0.3365953  -0.06932501],[ 0.58276546  0.52139097 -0.03202428],[ 0.60343182  0.40552896 -0.05212316],[ 0.64224195  0.277913   -0.08101226],[ 0.63695109  0.79266036 -0.03372346],[ 0.78695148  0.70410657 -0.06759607],[ 0.72132021  0.73910487 -0.05094525],[ 0.84110183  0.68810558 -0.08393028],[5.50776124e-01 8.11087132e-01 6.25980988e-07]
370,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.72407913  0.37874484 -0.05949596],[ 0.66365653  0.54126    -0.01748604],[ 0.69939774  0.43736422 -0.03850507],[ 0.74719739  0.32749721 -0.07495575],[ 0.66402018  0.32479841 -0.0571308 ],[ 0.61880392  0.51852024 -0.02148092],[ 0.64393884  0.39833134 -0.03779783],[ 0.68267715  0.26408854 -0.07235658],[ 0.50618982  0.3840389  -0.0717684 ],[ 0.52285171  0.54331166 -0.04372439],[ 0.51131952  0.44783241 -0.06263107],[ 0.50460595  0.32542077 -0.07731143],[ 0.61100155  0.33404812 -0.06552393],[ 0.57331091  0.5198257  -0.03064528],[ 0.59397507  0.40370536 -0.0490482 ],[ 0.62818474  0.27601644 -0.0769859 ],[ 0.63027579  0.79010463 -0.03258999],[ 0.77979207  0.6990993  -0.06351198],[ 0.71587038  0.73596513 -0.04826979],[ 0.8310796   0.67986721 -0.07861669],[5.44168949e-01 8.10337067e-01 6.22660991e-07]
371,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.72285843  0.3761057  -0.05947436],[ 0.66403967  0.5406667  -0.01703003],[ 0.69834131  0.43572956 -0.03841189],[ 0.74632692  0.32474229 -0.07490218],[ 0.66633224  0.32458276 -0.05670848],[ 0.61914438  0.51863205 -0.02120203],[ 0.64547354  0.39905322 -0.03762304],[ 0.68633932  0.26406264 -0.07180408],[ 0.50593388  0.38305074 -0.07376595],[ 0.52209252  0.54283369 -0.04447882],[ 0.51147342  0.44720918 -0.06385215],[ 0.50375533  0.32341814 -0.07995257],[ 0.61315644  0.3341046  -0.06639516],[ 0.57301372  0.51996219 -0.03086114],[ 0.59411556  0.40380436 -0.04955751],[ 0.63265264  0.27679378 -0.07810029],[ 0.62883025  0.78907353 -0.03276275],[ 0.7782445   0.69856375 -0.06562064],[ 0.71409369  0.73480278 -0.04938946],[ 0.83026195  0.67838836 -0.08152373],[5.43453515e-01 8.09469759e-01 6.38856591e-07]
372,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.69586664  0.3689062  -0.05449915],[ 0.63751197  0.53420407 -0.0144921 ],[ 0.67060339  0.42833787 -0.03408297],[ 0.71905559  0.31768015 -0.06991071],[ 0.63379222  0.31630597 -0.05513552],[ 0.59236848  0.51314795 -0.0194935 ],[ 0.61452776  0.39012638 -0.03517764],[ 0.65089118  0.25820628 -0.0709467 ],[ 0.46699065  0.37869436 -0.07605772],[ 0.48972964  0.53952718 -0.04503478],[ 0.47522181  0.44206905 -0.06605522],[ 0.46090257  0.32007873 -0.08217607],[ 0.5852825   0.32742909 -0.06802911],[ 0.54388011  0.51538628 -0.03032849],[ 0.56553942  0.39791709 -0.05011261],[ 0.60359001  0.27045923 -0.08038618],[ 0.60164785  0.78126603 -0.03393603],[ 0.75628239  0.68623126 -0.06622736],[ 0.68825382  0.72375846 -0.05031627],[ 0.81197017  0.66131818 -0.08228863],[5.18036246e-01 8.03009629e-01 6.66389099e-07]
